# H_G  |  m_emu/g
1.700020e+04	5.937862e+01
1.600000e+04	5.951405e+01
1.499980e+04	5.937894e+01
1.400010e+04	5.920513e+01
1.300000e+04	5.913568e+01
1.200000e+04	5.893047e+01
1.100000e+04	5.874557e+01
1.000000e+04	5.865169e+01
8.999960e+03	5.853212e+01
7.999980e+03	5.871068e+01
6.999980e+03	5.835356e+01
5.999990e+03	5.808873e+01
4.999980e+03	5.783532e+01
4.000000e+03	5.739542e+01
3.000090e+03	5.668689e+01
2.000000e+03	5.581026e+01
9.999990e+02	5.143631e+01
9.499910e+02	5.068115e+01
8.999990e+02	5.003351e+01
8.500020e+02	4.949149e+01
8.000060e+02	4.863262e+01
7.499990e+02	4.816703e+01
6.999930e+02	4.737318e+01
6.499980e+02	4.645500e+01
6.000000e+02	4.569731e+01
5.500020e+02	4.431322e+01
5.000010e+02	4.313751e+01
4.499950e+02	4.156345e+01
4.000040e+02	3.973534e+01
3.500020e+02	3.750825e+01
3.000000e+02	3.483966e+01
2.499950e+02	3.163087e+01
2.000020e+02	2.758308e+01
1.899950e+02	2.634185e+01
1.799930e+02	2.523300e+01
1.700010e+02	2.399420e+01
1.599980e+02	2.224900e+01
1.500000e+02	2.082892e+01
1.399910e+02	1.956041e+01
1.299980e+02	1.827451e+01
1.199910e+02	1.704879e+01
1.099950e+02	1.576879e+01
9.999660e+01	1.440085e+01
8.999870e+01	1.315432e+01
7.999860e+01	1.186697e+01
7.000430e+01	1.080093e+01
5.999320e+01	9.788497e+00
4.999190e+01	8.821794e+00
4.000190e+01	7.892929e+00
3.000850e+01	6.930825e+00
2.001090e+01	6.038148e+00
1.799660e+01	5.799422e+00
1.600510e+01	5.571130e+00
1.399200e+01	5.405636e+00
1.199820e+01	5.215785e+00
9.994870e+00	5.041537e+00
7.996900e+00	4.861613e+00
5.993440e+00	4.695865e+00
3.994730e+00	4.530625e+00
2.005420e+00	4.358566e+00
-7.094520e-03	4.187331e+00
-1.994900e+00	4.018032e+00
-3.998300e+00	3.848319e+00
-6.000630e+00	3.686441e+00
-8.002560e+00	3.517776e+00
-1.000640e+01	3.343496e+00
-1.199690e+01	3.184822e+00
-1.401600e+01	3.017460e+00
-1.600020e+01	2.852730e+00
-1.799800e+01	2.694115e+00
-2.000800e+01	2.534403e+00
-2.999570e+01	1.701441e+00
-4.000100e+01	8.520080e-01
-5.000790e+01	-9.627126e-02
-5.999480e+01	-1.104562e+00
