Start Time:  09-04-2025 18:23:31          Time Completed:  09-04-2025 19:11:26      Elapsed Time:  00:47:55
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1_17kG\MvsH_1_17kG.exp
Data File:     C:\IDEASVSM\LS_QC\Patron_SPM4.txt
Plot File:     C:\IDEASVSM\LS_QC\Patron_SPM4.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1_17kG\MvsH_1_17kG.stp
VSM Data File: C:\IDEASVSM\LS_QC\Patron_SPM4.dat

***DATA***

Field(G)	 Moment(emu)	
 17000 	 0.207053 	
 16000 	 0.207149 	
 15000 	 0.207224 	
 14000 	 0.206543 	
 13000 	 0.206195 	
 12000 	 0.206177 	
 11000 	 0.205935 	
 9999.99 	 0.206855 	
 8999.97 	 0.206084 	
 8000 	 0.206143 	
 7000 	 0.20391 	
 6000.01 	 0.202564 	
 5000.01 	 0.201614 	
 3999.99 	 0.200495 	
 3000.07 	 0.19899 	
 1999.98 	 0.194605 	
 999.998 	 0.180494 	
 949.989 	 0.178644 	
 899.995 	 0.177734 	
 849.995 	 0.175452 	
 800.002 	 0.172621 	
 749.998 	 0.169385 	
 700.002 	 0.167496 	
 649.994 	 0.163857 	
 600.004 	 0.158798 	
 550 	 0.153937 	
 500.001 	 0.149515 	
 449.994 	 0.14503 	
 400.002 	 0.138131 	
 350.005 	 0.130887 	
 299.997 	 0.122241 	
 250.001 	 0.111933 	
 200 	 0.0979329 	
 190.005 	 0.0923941 	
 180.004 	 0.0881939 	
 169.994 	 0.0836485 	
 159.998 	 0.080308 	
 150.004 	 0.0738845 	
 139.997 	 0.069119 	
 130.003 	 0.0638066 	
 119.985 	 0.0582945 	
 109.993 	 0.0537646 	
 99.9944 	 0.0480235 	
 90.0019 	 0.0431294 	
 79.9978 	 0.0378507 	
 70.0008 	 0.0334356 	
 60.0047 	 0.0284732 	
 49.9977 	 0.0240437 	
 39.9905 	 0.0202926 	
 29.9973 	 0.0172751 	
 19.9996 	 0.0141009 	
 17.9983 	 0.013207 	
 16.0038 	 0.0124416 	
 13.997 	 0.0117861 	
 11.993 	 0.0111261 	
 10.0016 	 0.010583 	
 8.00746 	 0.00999514 	
 5.99388 	 0.0093824 	
 3.9964 	 0.00875264 	
 1.99954 	 0.00812734 	
 0.00023298 	 0.00746064 	
-2.00528 	 0.00674221 	
-4.00956 	 0.00616815 	
-5.99669 	 0.00553239 	
-8.00292 	 0.00488941 	
-10.0015 	 0.00436526 	
-12.003 	 0.00379765 	
-13.9975 	 0.00320432 	
-16.01 	 0.00259191 	
-18.0043 	 0.00192581 	
-19.9963 	 0.001409 	
-30.0041 	-0.00135598 	
-40.0035 	-0.00454588 	
-50.0085 	-0.00802742 	
-59.9987 	-0.0109803 	
-70.0045 	-0.0148979 	
-80.0095 	-0.0193718 	
-89.9987 	-0.0241936 	
-100.005 	-0.0291084 	
-109.997 	-0.0351075 	
-120.006 	-0.0406434 	
-129.991 	-0.0471288 	
